"","Scenario","Region","Variable","Type","Year","Value"
"336","Current Measures","Newfoundland and Labrador","Natural Gas","Primary Fuel",2021,264.0785
"337","Global Net-zero","Newfoundland and Labrador","Natural Gas","Primary Fuel",2021,264.0785
"338","Canada Net-zero","Newfoundland and Labrador","Oil","Primary Fuel",2021,668.53145
"339","Current Measures","Newfoundland and Labrador","Oil","Primary Fuel",2021,668.53145
"340","Global Net-zero","Newfoundland and Labrador","Oil","Primary Fuel",2021,668.53145
"341","Canada Net-zero","Newfoundland and Labrador","Solar","Primary Fuel",2021,1.168878293
"342","Current Measures","Newfoundland and Labrador","Solar","Primary Fuel",2021,1.168878293
"343","Global Net-zero","Newfoundland and Labrador","Solar","Primary Fuel",2021,1.168878293
"344","Canada Net-zero","Newfoundland and Labrador","Wind","Primary Fuel",2021,160.4986979
"345","Current Measures","Newfoundland and Labrador","Wind","Primary Fuel",2021,160.4986979
"346","Global Net-zero","Newfoundland and Labrador","Wind","Primary Fuel",2021,160.4986979
"347","Canada Net-zero","Nova Scotia","Biomass / Geothermal","Primary Fuel",2021,330.0486243
"348","Current Measures","Nova Scotia","Biomass / Geothermal","Primary Fuel",2021,330.0486243
"349","Global Net-zero","Nova Scotia","Biomass / Geothermal","Primary Fuel",2021,330.0486243
"350","Canada Net-zero","Nova Scotia","Coal & Coke","Primary Fuel",2021,4621.243125371
"351","Current Measures","Nova Scotia","Coal & Coke","Primary Fuel",2021,4621.243125371
"352","Global Net-zero","Nova Scotia","Coal & Coke","Primary Fuel",2021,4621.243125371
"353","Canada Net-zero","Nova Scotia","Hydro / Wave / Tidal","Primary Fuel",2021,780.0129971
"354","Current Measures","Nova Scotia","Hydro / Wave / Tidal","Primary Fuel",2021,780.0129971
"355","Global Net-zero","Nova Scotia","Hydro / Wave / Tidal","Primary Fuel",2021,780.0129971
"356","Canada Net-zero","Nova Scotia","Natural Gas","Primary Fuel",2021,1558.867027
"357","Current Measures","Nova Scotia","Natural Gas","Primary Fuel",2021,1558.867027
"358","Global Net-zero","Nova Scotia","Natural Gas","Primary Fuel",2021,1558.867027
"359","Canada Net-zero","Nova Scotia","Oil","Primary Fuel",2021,36
"360","Current Measures","Nova Scotia","Oil","Primary Fuel",2021,36
"361","Global Net-zero","Nova Scotia","Oil","Primary Fuel",2021,36
"362","Canada Net-zero","Nova Scotia","Solar","Primary Fuel",2021,1.865168501
"363","Current Measures","Nova Scotia","Solar","Primary Fuel",2021,1.865168501
"364","Global Net-zero","Nova Scotia","Solar","Primary Fuel",2021,1.865168501
"365","Canada Net-zero","Nova Scotia","Wind","Primary Fuel",2021,1137.446083
"366","Current Measures","Nova Scotia","Wind","Primary Fuel",2021,1137.446083
"367","Global Net-zero","Nova Scotia","Wind","Primary Fuel",2021,1137.446083
"368","Canada Net-zero","Northwest Territories","Hydro / Wave / Tidal","Primary Fuel",2021,247.3671771
"369","Current Measures","Northwest Territories","Hydro / Wave / Tidal","Primary Fuel",2021,247.3671771
"370","Global Net-zero","Northwest Territories","Hydro / Wave / Tidal","Primary Fuel",2021,247.3671771
"371","Canada Net-zero","Northwest Territories","Natural Gas","Primary Fuel",2021,86.89607194
"372","Current Measures","Northwest Territories","Natural Gas","Primary Fuel",2021,86.89607194
"373","Global Net-zero","Northwest Territories","Natural Gas","Primary Fuel",2021,86.89607194
"374","Canada Net-zero","Northwest Territories","Oil","Primary Fuel",2021,34.89625416
"375","Current Measures","Northwest Territories","Oil","Primary Fuel",2021,34.89625416
"376","Global Net-zero","Northwest Territories","Oil","Primary Fuel",2021,34.89625416
"377","Canada Net-zero","Northwest Territories","Solar","Primary Fuel",2021,1.871221144
"378","Current Measures","Northwest Territories","Solar","Primary Fuel",2021,1.824551587
"379","Global Net-zero","Northwest Territories","Solar","Primary Fuel",2021,1.871221144
"380","Canada Net-zero","Northwest Territories","Wind","Primary Fuel",2021,17.7426936
"381","Current Measures","Northwest Territories","Wind","Primary Fuel",2021,17.7426936
"382","Global Net-zero","Northwest Territories","Wind","Primary Fuel",2021,17.7426936
"383","Current Measures","Nunavut","Biomass / Geothermal","Primary Fuel",2021,0
"384","Canada Net-zero","Nunavut","Oil","Primary Fuel",2021,278.3927452
"385","Current Measures","Nunavut","Oil","Primary Fuel",2021,278.3927452
"386","Global Net-zero","Nunavut","Oil","Primary Fuel",2021,278.3927452
"387","Canada Net-zero","Nunavut","Solar","Primary Fuel",2021,0.565463164
"388","Current Measures","Nunavut","Solar","Primary Fuel",2021,0.532649055
"389","Global Net-zero","Nunavut","Solar","Primary Fuel",2021,0.565463164
"390","Canada Net-zero","Nunavut","Wind","Primary Fuel",2021,0
"391","Current Measures","Nunavut","Wind","Primary Fuel",2021,0
"392","Global Net-zero","Nunavut","Wind","Primary Fuel",2021,0
"393","Canada Net-zero","Ontario","Biomass / Geothermal","Primary Fuel",2021,1194.880924654
"394","Current Measures","Ontario","Biomass / Geothermal","Primary Fuel",2021,1194.880924654
"395","Global Net-zero","Ontario","Biomass / Geothermal","Primary Fuel",2021,1194.880924654
"396","Canada Net-zero","Ontario","Hydro / Wave / Tidal","Primary Fuel",2021,35232.73945
"397","Current Measures","Ontario","Hydro / Wave / Tidal","Primary Fuel",2021,35232.73945
"398","Global Net-zero","Ontario","Hydro / Wave / Tidal","Primary Fuel",2021,35232.73945
"399","Canada Net-zero","Ontario","Natural Gas","Primary Fuel",2021,11386.08939
"400","Current Measures","Ontario","Natural Gas","Primary Fuel",2021,11386.08939
"401","Global Net-zero","Ontario","Natural Gas","Primary Fuel",2021,11386.08939
"402","Canada Net-zero","Ontario","Oil","Primary Fuel",2021,93.3597
"403","Current Measures","Ontario","Oil","Primary Fuel",2021,93.3597
"404","Global Net-zero","Ontario","Oil","Primary Fuel",2021,93.3597
"405","Canada Net-zero","Ontario","Solar","Primary Fuel",2021,5726.055442
"406","Current Measures","Ontario","Solar","Primary Fuel",2021,5726.055442
"407","Global Net-zero","Ontario","Solar","Primary Fuel",2021,5726.055442
"408","Canada Net-zero","Ontario","Uranium","Primary Fuel",2021,82281.38901
"409","Current Measures","Ontario","Uranium","Primary Fuel",2021,82281.38901
"410","Global Net-zero","Ontario","Uranium","Primary Fuel",2021,82281.38901
"411","Canada Net-zero","Ontario","Wind","Primary Fuel",2021,12419.57521
"412","Current Measures","Ontario","Wind","Primary Fuel",2021,12419.57521
"413","Global Net-zero","Ontario","Wind","Primary Fuel",2021,12419.57521
"414","Canada Net-zero","Prince Edward Island","Biomass / Geothermal","Primary Fuel",2021,2.188086962
"415","Current Measures","Prince Edward Island","Biomass / Geothermal","Primary Fuel",2021,2.188086962
"416","Global Net-zero","Prince Edward Island","Biomass / Geothermal","Primary Fuel",2021,2.188086962
"417","Canada Net-zero","Prince Edward Island","Oil","Primary Fuel",2021,4.54342
"418","Current Measures","Prince Edward Island","Oil","Primary Fuel",2021,4.54342
"419","Global Net-zero","Prince Edward Island","Oil","Primary Fuel",2021,4.54342
"420","Canada Net-zero","Prince Edward Island","Solar","Primary Fuel",2021,0.678037409
"421","Current Measures","Prince Edward Island","Solar","Primary Fuel",2021,0.678037409
"422","Global Net-zero","Prince Edward Island","Solar","Primary Fuel",2021,0.678037409
"423","Canada Net-zero","Prince Edward Island","Uranium","Primary Fuel",2021,0
"424","Global Net-zero","Prince Edward Island","Uranium","Primary Fuel",2021,0
"425","Canada Net-zero","Prince Edward Island","Wind","Primary Fuel",2021,598.5599788
"426","Current Measures","Prince Edward Island","Wind","Primary Fuel",2021,598.5599788
"427","Global Net-zero","Prince Edward Island","Wind","Primary Fuel",2021,598.5599788
"428","Canada Net-zero","Quebec","Biomass / Geothermal","Primary Fuel",2021,1301.22318916
"429","Current Measures","Quebec","Biomass / Geothermal","Primary Fuel",2021,1301.22318916
"430","Global Net-zero","Quebec","Biomass / Geothermal","Primary Fuel",2021,1301.22318916
"431","Canada Net-zero","Quebec","Hydro / Wave / Tidal","Primary Fuel",2021,200588.0684
"432","Current Measures","Quebec","Hydro / Wave / Tidal","Primary Fuel",2021,200588.0684
"433","Global Net-zero","Quebec","Hydro / Wave / Tidal","Primary Fuel",2021,200588.0684
"434","Canada Net-zero","Quebec","Natural Gas","Primary Fuel",2021,106.408001
"435","Current Measures","Quebec","Natural Gas","Primary Fuel",2021,106.408001
"436","Global Net-zero","Quebec","Natural Gas","Primary Fuel",2021,106.408001
"437","Canada Net-zero","Quebec","Oil","Primary Fuel",2021,556.4629802
"438","Current Measures","Quebec","Oil","Primary Fuel",2021,556.4629802
"439","Global Net-zero","Quebec","Oil","Primary Fuel",2021,556.4629802
"440","Canada Net-zero","Quebec","Solar","Primary Fuel",2021,33.534530935
"441","Current Measures","Quebec","Solar","Primary Fuel",2021,33.534530935
"442","Global Net-zero","Quebec","Solar","Primary Fuel",2021,33.534530935
"443","Canada Net-zero","Quebec","Uranium","Primary Fuel",2021,0
"444","Global Net-zero","Quebec","Uranium","Primary Fuel",2021,0
"445","Canada Net-zero","Quebec","Wind","Primary Fuel",2021,10322.93233
"446","Current Measures","Quebec","Wind","Primary Fuel",2021,10322.93233
"447","Global Net-zero","Quebec","Wind","Primary Fuel",2021,10322.93233
"448","Canada Net-zero","Saskatchewan","Biomass / Geothermal","Primary Fuel",2021,109.8619875
"449","Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel",2021,109.8619875
"450","Global Net-zero","Saskatchewan","Biomass / Geothermal","Primary Fuel",2021,109.8619875
"451","Canada Net-zero","Saskatchewan","Coal & Coke","Primary Fuel",2021,10334.58
"452","Current Measures","Saskatchewan","Coal & Coke","Primary Fuel",2021,10334.58
"453","Global Net-zero","Saskatchewan","Coal & Coke","Primary Fuel",2021,10334.58
"454","Canada Net-zero","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel",2021,2494.559386
"455","Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel",2021,2494.559386
"456","Global Net-zero","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel",2021,2494.559386
"457","Canada Net-zero","Saskatchewan","Natural Gas","Primary Fuel",2021,11093.94629
"458","Current Measures","Saskatchewan","Natural Gas","Primary Fuel",2021,11093.94629
"459","Global Net-zero","Saskatchewan","Natural Gas","Primary Fuel",2021,11093.94629
"460","Canada Net-zero","Saskatchewan","Oil","Primary Fuel",2021,1.019664
"461","Current Measures","Saskatchewan","Oil","Primary Fuel",2021,1.019664
"462","Global Net-zero","Saskatchewan","Oil","Primary Fuel",2021,1.019664
"463","Canada Net-zero","Saskatchewan","Solar","Primary Fuel",2021,35.329300144
"464","Current Measures","Saskatchewan","Solar","Primary Fuel",2021,35.329300144
"465","Global Net-zero","Saskatchewan","Solar","Primary Fuel",2021,35.329300144
"466","Canada Net-zero","Saskatchewan","Uranium","Primary Fuel",2021,0
"467","Global Net-zero","Saskatchewan","Uranium","Primary Fuel",2021,0
"468","Canada Net-zero","Saskatchewan","Wind","Primary Fuel",2021,870.3886046
"469","Current Measures","Saskatchewan","Wind","Primary Fuel",2021,870.3886046
"470","Global Net-zero","Saskatchewan","Wind","Primary Fuel",2021,870.3886046
"471","Canada Net-zero","Yukon","Biomass / Geothermal","Primary Fuel",2021,2.993595082
"472","Current Measures","Yukon","Biomass / Geothermal","Primary Fuel",2021,2.993595082
"473","Global Net-zero","Yukon","Biomass / Geothermal","Primary Fuel",2021,2.993595082
"474","Canada Net-zero","Yukon","Hydro / Wave / Tidal","Primary Fuel",2021,505.9001086
"475","Current Measures","Yukon","Hydro / Wave / Tidal","Primary Fuel",2021,505.9001086
"476","Global Net-zero","Yukon","Hydro / Wave / Tidal","Primary Fuel",2021,505.9001086
"477","Canada Net-zero","Yukon","Natural Gas","Primary Fuel",2021,111.5152109
"478","Current Measures","Yukon","Natural Gas","Primary Fuel",2021,111.5152109
"479","Global Net-zero","Yukon","Natural Gas","Primary Fuel",2021,111.5152109
"480","Canada Net-zero","Yukon","Oil","Primary Fuel",2021,79.32129219
"481","Current Measures","Yukon","Oil","Primary Fuel",2021,79.32129219
"482","Global Net-zero","Yukon","Oil","Primary Fuel",2021,79.32129219
"483","Canada Net-zero","Yukon","Solar","Primary Fuel",2021,0.260792369
"484","Current Measures","Yukon","Solar","Primary Fuel",2021,0.200439899
"485","Global Net-zero","Yukon","Solar","Primary Fuel",2021,0.260792369
"486","Canada Net-zero","Yukon","Wind","Primary Fuel",2021,1.076967333
"487","Current Measures","Yukon","Wind","Primary Fuel",2021,1.076967333
"488","Global Net-zero","Yukon","Wind","Primary Fuel",2021,1.076967333
"489","Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel",2022,1951.552264
"490","Current Measures","Alberta","Biomass / Geothermal","Primary Fuel",2022,1938.2844
"491","Global Net-zero","Alberta","Biomass / Geothermal","Primary Fuel",2022,1947.219912
"492","Canada Net-zero","Alberta","Coal & Coke","Primary Fuel",2022,14245.46911
"493","Current Measures","Alberta","Coal & Coke","Primary Fuel",2022,14178.73794
"494","Global Net-zero","Alberta","Coal & Coke","Primary Fuel",2022,14231.54394
"495","Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel",2022,1651.074978
"496","Current Measures","Alberta","Hydro / Wave / Tidal","Primary Fuel",2022,1651.066873
"497","Global Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel",2022,2251.074978
"498","Canada Net-zero","Alberta","Natural Gas","Primary Fuel",2022,54257.35535
"499","Current Measures","Alberta","Natural Gas","Primary Fuel",2022,55005.49411
"500","Global Net-zero","Alberta","Natural Gas","Primary Fuel",2022,53506.20268
"501","Canada Net-zero","Alberta","Oil","Primary Fuel",2022,15.6585
"502","Current Measures","Alberta","Oil","Primary Fuel",2022,15.6585
"503","Global Net-zero","Alberta","Oil","Primary Fuel",2022,15.6585
"504","Canada Net-zero","Alberta","Solar","Primary Fuel",2022,1830.5736143
"505","Current Measures","Alberta","Solar","Primary Fuel",2022,2806.5069403
"506","Global Net-zero","Alberta","Solar","Primary Fuel",2022,1830.5736143
"507","Canada Net-zero","Alberta","Uranium","Primary Fuel",2022,0
"508","Global Net-zero","Alberta","Uranium","Primary Fuel",2022,0
"509","Canada Net-zero","Alberta","Wind","Primary Fuel",2022,10161.26264
"510","Current Measures","Alberta","Wind","Primary Fuel",2022,10161.26264
"511","Global Net-zero","Alberta","Wind","Primary Fuel",2022,10161.26264
"512","Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel",2022,5680.9628911
"513","Current Measures","British Columbia","Biomass / Geothermal","Primary Fuel",2022,5520.9433991
"514","Global Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel",2022,5541.4171037
"515","Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel",2022,59572.42974
"516","Current Measures","British Columbia","Hydro / Wave / Tidal","Primary Fuel",2022,59554.23792
"517","Global Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel",2022,58860.46958
"518","Canada Net-zero","British Columbia","Natural Gas","Primary Fuel",2022,1684.392505
"519","Current Measures","British Columbia","Natural Gas","Primary Fuel",2022,1677.181405
"520","Global Net-zero","British Columbia","Natural Gas","Primary Fuel",2022,1651.851245
"521","Canada Net-zero","British Columbia","Oil","Primary Fuel",2022,96.73145
"522","Current Measures","British Columbia","Oil","Primary Fuel",2022,96.47771372
"523","Global Net-zero","British Columbia","Oil","Primary Fuel",2022,94.67282958
"524","Canada Net-zero","British Columbia","Solar","Primary Fuel",2022,437.83761086
"525","Current Measures","British Columbia","Solar","Primary Fuel",2022,437.83761086
"526","Global Net-zero","British Columbia","Solar","Primary Fuel",2022,29.837610864
"527","Canada Net-zero","British Columbia","Uranium","Primary Fuel",2022,0
"528","Global Net-zero","British Columbia","Uranium","Primary Fuel",2022,0
"529","Canada Net-zero","British Columbia","Wind","Primary Fuel",2022,2008.283925
"530","Current Measures","British Columbia","Wind","Primary Fuel",2022,2008.283925
"531","Global Net-zero","British Columbia","Wind","Primary Fuel",2022,2008.283925
"532","Canada Net-zero","Manitoba","Biomass / Geothermal","Primary Fuel",2022,80.528
"533","Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel",2022,78.6473326
"534","Global Net-zero","Manitoba","Biomass / Geothermal","Primary Fuel",2022,80.528
"535","Canada Net-zero","Manitoba","Hydro / Wave / Tidal","Primary Fuel",2022,29747.67556
"536","Current Measures","Manitoba","Hydro / Wave / Tidal","Primary Fuel",2022,29880.30852
"537","Global Net-zero","Manitoba","Hydro / Wave / Tidal","Primary Fuel",2022,36745.9207
"538","Canada Net-zero","Manitoba","Natural Gas","Primary Fuel",2022,176.3854321
"539","Current Measures","Manitoba","Natural Gas","Primary Fuel",2022,176.4100017
"540","Global Net-zero","Manitoba","Natural Gas","Primary Fuel",2022,176.3864048
"541","Canada Net-zero","Manitoba","Oil","Primary Fuel",2022,16.34178
"542","Current Measures","Manitoba","Oil","Primary Fuel",2022,16.34178
"543","Global Net-zero","Manitoba","Oil","Primary Fuel",2022,16.34178
"544","Canada Net-zero","Manitoba","Solar","Primary Fuel",2022,17.350161058
"545","Current Measures","Manitoba","Solar","Primary Fuel",2022,17.350161058
"546","Global Net-zero","Manitoba","Solar","Primary Fuel",2022,15.350161058
