material,stage,country,year,value,unit,note
feldspar,mine,Brazil,2022,630000,t,
feldspar,mine,Bulgaria,2010,80000,t,
feldspar,mine,Bulgaria,2011,80000,t,
feldspar,mine,Bulgaria,2012,80000,t,
feldspar,mine,China,2006,1900000,t,
feldspar,mine,China,2007,2000000,t,
feldspar,mine,China,2008,2000000,t,
feldspar,mine,China,2009,2000000,t,
feldspar,mine,China,2010,2100000,t,
feldspar,mine,China,2011,2100000,t,
feldspar,mine,China,2012,2100000,t,
feldspar,mine,China,2013,2100000,t,
feldspar,mine,China,2014,2500000,t,
feldspar,mine,China,2015,2500000,t,
feldspar,mine,China,2016,3500000,t,
feldspar,mine,China,2017,4000000,t,
feldspar,mine,China,2018,2000000,t,
feldspar,mine,China,2019,2000000,t,
feldspar,mine,China,2020,2500000,t,
feldspar,mine,China,2021,2500000,t,
feldspar,mine,China,2022,2400000,t,
feldspar,mine,Colombia,1998,55000,t,
feldspar,mine,Colombia,1999,55000,t,
feldspar,mine,Colombia,2000,55000,t,
feldspar,mine,Colombia,2001,55000,t,
feldspar,mine,Colombia,2002,55000,t,
feldspar,mine,Colombia,2003,100000,t,
feldspar,mine,Colombia,2004,100000,t,
feldspar,mine,Colombia,2005,100000,t,
feldspar,mine,Colombia,2006,100000,t,
feldspar,mine,Colombia,2007,100000,t,
feldspar,mine,Colombia,2010,85000,t,
feldspar,mine,Colombia,2011,85000,t,
feldspar,mine,Czech Republic,2001,300000,t,
feldspar,mine,Czech Republic,2002,300000,t,
feldspar,mine,Czech Republic,2003,350000,t,
feldspar,mine,Czech Republic,2004,400000,t,
feldspar,mine,Czech Republic,2005,400000,t,
feldspar,mine,Czech Republic,2006,475000,t,
feldspar,mine,Czech Republic,2007,490000,t,
feldspar,mine,Czech Republic,2008,510000,t,
feldspar,mine,Czech Republic,2009,431000,t,
feldspar,mine,Czech Republic,2010,388000,t,
feldspar,mine,Czech Republic,2011,407000,t,
feldspar,mine,Czech Republic,2012,445000,t,
feldspar,mine,Czech Republic,2013,450000,t,
feldspar,mine,Czech Republic,2014,420000,t,
feldspar,mine,Czech Republic,2015,430000,t,
feldspar,mine,Czechia,2016,420000,t,
feldspar,mine,Czechia,2017,460000,t,
feldspar,mine,Czechia,2018,449000,t,
feldspar,mine,Czechia,2019,441000,t,
feldspar,mine,Czechia,2020,419000,t,
feldspar,mine,Czechia,2021,450000,t,
feldspar,mine,Czechia,2022,460000,t,
feldspar,mine,Egypt,2001,300000,t,
feldspar,mine,Egypt,2002,350000,t,
feldspar,mine,Egypt,2003,350000,t,
feldspar,mine,Egypt,2004,350000,t,
feldspar,mine,Egypt,2005,350000,t,
feldspar,mine,Egypt,2006,350000,t,
feldspar,mine,Egypt,2007,350000,t,
feldspar,mine,Egypt,2008,360000,t,
feldspar,mine,Egypt,2009,354000,t,
feldspar,mine,Egypt,2010,355000,t,
feldspar,mine,Egypt,2011,406000,t,
feldspar,mine,Egypt,2012,400000,t,
feldspar,mine,Egypt,2013,400000,t,
feldspar,mine,Egypt,2014,200000,t,
feldspar,mine,Egypt,2015,300000,t,
feldspar,mine,Egypt,2016,400000,t,
feldspar,mine,Egypt,2017,400000,t,
feldspar,mine,Egypt,2018,400000,t,
feldspar,mine,Egypt,2019,400000,t,
feldspar,mine,France,1994,300000,t,
feldspar,mine,France,1995,300000,t,
feldspar,mine,France,1996,600000,t,
feldspar,mine,France,1997,550000,t,
feldspar,mine,France,1998,500000,t,
feldspar,mine,France,1999,600000,t,
feldspar,mine,France,2000,600000,t,
feldspar,mine,France,2001,650000,t,
feldspar,mine,France,2002,650000,t,
feldspar,mine,France,2003,650000,t,
feldspar,mine,France,2004,650000,t,
feldspar,mine,France,2005,650000,t,
feldspar,mine,France,2006,650000,t,
feldspar,mine,France,2007,650000,t,
feldspar,mine,France,2008,650000,t,
feldspar,mine,France,2009,650000,t,
feldspar,mine,France,2010,650000,t,
feldspar,mine,France,2011,650000,t,
feldspar,mine,France,2012,650000,t,
feldspar,mine,France,2013,650000,t,
feldspar,mine,Germany,1994,350000,t,
feldspar,mine,Germany,1995,350000,t,
feldspar,mine,Germany,1996,375000,t,
feldspar,mine,Germany,1997,360000,t,
feldspar,mine,Germany,1998,450000,t,
feldspar,mine,Germany,1999,460000,t,
feldspar,mine,Germany,2000,460000,t,
feldspar,mine,Germany,2001,450000,t,
feldspar,mine,Germany,2002,450000,t,
feldspar,mine,Germany,2003,450000,t,
feldspar,mine,Germany,2004,450000,t,
feldspar,mine,Germany,2005,500000,t,
feldspar,mine,Germany,2006,167000,t,
feldspar,mine,Germany,2007,171000,t,
feldspar,mine,Germany,2008,170000,t,
feldspar,mine,Germany,2009,140000,t,
feldspar,mine,Germany,2010,150000,t,
feldspar,mine,Germany,2011,218000,t,
feldspar,mine,Germany,2012,205000,t,
feldspar,mine,Germany,2013,205000,t,
feldspar,mine,Germany,2014,200000,t,
feldspar,mine,Germany,2019,260000,t,
feldspar,mine,Greece,1999,65000,t,
feldspar,mine,Greece,2000,60000,t,
feldspar,mine,Greece,2001,95000,t,
feldspar,mine,Greece,2002,95000,t,
feldspar,mine,Greece,2003,95000,t,
feldspar,mine,India,1994,67000,t,
feldspar,mine,India,1995,65000,t,
feldspar,mine,India,1996,90000,t,
feldspar,mine,India,1997,90000,t,
feldspar,mine,India,1998,88000,t,
feldspar,mine,India,1999,105000,t,
feldspar,mine,India,2000,110000,t,
feldspar,mine,India,2001,110000,t,
feldspar,mine,India,2002,110000,t,
feldspar,mine,India,2003,150000,t,
feldspar,mine,India,2004,150000,t,
feldspar,mine,India,2005,150000,t,
feldspar,mine,India,2006,160000,t,
feldspar,mine,India,2007,160000,t,
feldspar,mine,India,2008,400000,t,
feldspar,mine,India,2009,410000,t,
feldspar,mine,India,2010,400000,t,
feldspar,mine,India,2011,420000,t,
feldspar,mine,India,2012,500000,t,
feldspar,mine,India,2013,1200000,t,
feldspar,mine,India,2014,1410000,t,
feldspar,mine,India,2015,1500000,t,
feldspar,mine,India,2016,1500000,t,
feldspar,mine,India,2017,1500000,t,
feldspar,mine,India,2018,4000000,t,
feldspar,mine,India,2019,4000000,t,
feldspar,mine,India,2020,6000000,t,
feldspar,mine,India,2021,6600000,t,
feldspar,mine,India,2022,6600000,t,
feldspar,mine,Iran,2001,250000,t,
feldspar,mine,Iran,2002,250000,t,
feldspar,mine,Iran,2003,190000,t,
feldspar,mine,Iran,2004,200000,t,
feldspar,mine,Iran,2005,250000,t,
feldspar,mine,Iran,2006,250000,t,
feldspar,mine,Iran,2007,260000,t,
feldspar,mine,Iran,2008,300000,t,
feldspar,mine,Iran,2009,500000,t,
feldspar,mine,Iran,2010,500000,t,
feldspar,mine,Iran,2011,500000,t,
feldspar,mine,Iran,2012,500000,t,
feldspar,mine,Iran,2013,580000,t,
feldspar,mine,Iran,2014,550000,t,
feldspar,mine,Iran,2015,1200000,t,
feldspar,mine,Iran,2016,1000000,t,
feldspar,mine,Iran,2017,1000000,t,
feldspar,mine,Iran,2018,750000,t,
feldspar,mine,Iran,2019,750000,t,
feldspar,mine,Iran,2020,2400000,t,
feldspar,mine,Iran,2021,2000000,t,
feldspar,mine,Iran,2022,2000000,t,
feldspar,mine,Italy,1994,1600000,t,
feldspar,mine,Italy,1995,1600000,t,
feldspar,mine,Italy,1996,1800000,t,
feldspar,mine,Italy,1997,2300000,t,
feldspar,mine,Italy,1998,2300000,t,
feldspar,mine,Italy,1999,2600000,t,
feldspar,mine,Italy,2000,2600000,t,
feldspar,mine,Italy,2001,2600000,t,
feldspar,mine,Italy,2002,2500000,t,
feldspar,mine,Italy,2003,2500000,t,
feldspar,mine,Italy,2004,2500000,t,
feldspar,mine,Italy,2005,2500000,t,
feldspar,mine,Italy,2006,3000000,t,
feldspar,mine,Italy,2007,4200000,t,
feldspar,mine,Italy,2008,4700000,t,
feldspar,mine,Italy,2009,4700000,t,
feldspar,mine,Italy,2010,4700000,t,
feldspar,mine,Italy,2011,4700000,t,
feldspar,mine,Italy,2012,4700000,t,
feldspar,mine,Italy,2013,4700000,t,
feldspar,mine,Italy,2014,4700000,t,
feldspar,mine,Italy,2015,4700000,t,
feldspar,mine,Italy,2016,4000000,t,
feldspar,mine,Italy,2017,3500000,t,
feldspar,mine,Italy,2018,4000000,t,
feldspar,mine,Italy,2019,4000000,t,
feldspar,mine,Italy,2020,2200000,t,
feldspar,mine,Italy,2021,2200000,t,
feldspar,mine,Italy,2022,2200000,t,
feldspar,mine,Japan,1994,53000,t,
feldspar,mine,Japan,1995,57000,t,
feldspar,mine,Japan,1996,59000,t,
feldspar,mine,Japan,1997,55000,t,
feldspar,mine,Japan,1998,52000,t,
feldspar,mine,Japan,1999,52000,t,
feldspar,mine,Japan,2000,52000,t,
feldspar,mine,Japan,2001,50000,t,
feldspar,mine,Japan,2002,50000,t,
feldspar,mine,Japan,2003,50000,t,
feldspar,mine,Japan,2005,1000000,t,
feldspar,mine,Japan,2006,1000000,t,
feldspar,mine,Japan,2007,750000,t,
feldspar,mine,Japan,2008,700000,t,
feldspar,mine,Japan,2009,700000,t,
feldspar,mine,Japan,2010,650000,t,
feldspar,mine,Japan,2011,650000,t,
feldspar,mine,Japan,2012,600000,t,
feldspar,mine,Japan,2013,105000,t,
feldspar,mine,Korea South,1994,500000,t,
feldspar,mine,Korea South,1995,320000,t,
feldspar,mine,Korea South,1996,320000,t,
feldspar,mine,Korea South,1997,320000,t,
feldspar,mine,Korea South,1998,320000,t,
feldspar,mine,Korea South,1999,250000,t,
feldspar,mine,Korea South,2000,330000,t,
feldspar,mine,Korea South,2001,300000,t,
feldspar,mine,Korea South,2002,390000,t,
feldspar,mine,Korea South,2003,400000,t,
feldspar,mine,Korea South,2004,480000,t,
feldspar,mine,Korea South,2005,540000,t,
feldspar,mine,Korea South,2006,500000,t,
feldspar,mine,Korea South,2007,399000,t,
feldspar,mine,Korea South,2008,400000,t,
feldspar,mine,Korea South,2009,623000,t,
feldspar,mine,Korea South,2010,600000,t,
feldspar,mine,Korea South,2011,500000,t,
feldspar,mine,Korea South,2012,400000,t,
feldspar,mine,Korea South,2013,350000,t,
feldspar,mine,Korea South,2014,340000,t,
feldspar,mine,Korea South,2015,601000,t,
feldspar,mine,Korea South,2016,600000,t,
feldspar,mine,Korea South,2017,600000,t,
feldspar,mine,Korea South,2018,617000,t,
feldspar,mine,Korea South,2019,620000,t,
feldspar,mine,Korea South,2020,415000,t,
feldspar,mine,Korea South,2021,987000,t,
feldspar,mine,Korea South,2022,1000000,t,
feldspar,mine,Malaysia,2007,150000,t,
feldspar,mine,Malaysia,2008,300000,t,
feldspar,mine,Malaysia,2009,357000,t,
feldspar,mine,Malaysia,2010,360000,t,
feldspar,mine,Malaysia,2011,400000,t,
feldspar,mine,Malaysia,2012,400000,t,
feldspar,mine,Malaysia,2013,450000,t,
feldspar,mine,Malaysia,2014,320000,t,
feldspar,mine,Malaysia,2015,343000,t,
feldspar,mine,Malaysia,2016,330000,t,
feldspar,mine,Malaysia,2017,350000,t,
feldspar,mine,Malaysia,2018,420000,t,
feldspar,mine,Malaysia,2019,202000,t,
feldspar,mine,Mexico,1994,130000,t,
feldspar,mine,Mexico,1995,140000,t,
feldspar,mine,Mexico,1996,130000,t,
feldspar,mine,Mexico,1997,143000,t,
feldspar,mine,Mexico,1998,160000,t,
feldspar,mine,Mexico,1999,210000,t,
feldspar,mine,Mexico,2000,334000,t,
feldspar,mine,Mexico,2001,350000,t,
feldspar,mine,Mexico,2002,325000,t,
feldspar,mine,Mexico,2003,330000,t,
feldspar,mine,Mexico,2004,350000,t,
feldspar,mine,Mexico,2005,350000,t,
feldspar,mine,Mexico,2006,450000,t,
feldspar,mine,Mexico,2007,460000,t,
feldspar,mine,Mexico,2008,433000,t,
feldspar,mine,Mexico,2009,383000,t,
feldspar,mine,Mexico,2010,399000,t,
feldspar,mine,Mexico,2011,382000,t,
feldspar,mine,Mexico,2012,380000,t,
feldspar,mine,Mexico,2013,380000,t,
feldspar,mine,Mexico,2019,210000,t,
feldspar,mine,Mexico,2020,300000,t,
feldspar,mine,Mexico,2021,356000,t,
feldspar,mine,Mexico,2022,320000,t,
feldspar,mine,Norway,1994,100000,t,
feldspar,mine,Norway,1995,100000,t,
feldspar,mine,Norway,1996,65000,t,
feldspar,mine,Norway,1997,75000,t,
feldspar,mine,Norway,1998,75000,t,
feldspar,mine,Norway,1999,75000,t,
feldspar,mine,Norway,2000,75000,t,
feldspar,mine,Norway,2001,73000,t,
feldspar,mine,Norway,2002,75000,t,
feldspar,mine,Norway,2003,74000,t,
feldspar,mine,Other countries,1994,585000,t,
feldspar,mine,Other countries,1995,643000,t,
feldspar,mine,Other countries,1996,466000,t,
feldspar,mine,Other countries,1997,697000,t,
feldspar,mine,Other countries,1998,655000,t,
feldspar,mine,Other countries,1999,948000,t,
feldspar,mine,Other countries,2000,995000,t,
feldspar,mine,Other countries,2001,438000,t,
feldspar,mine,Other countries,2002,493000,t,
feldspar,mine,Other countries,2003,529000,t,
feldspar,mine,Other countries,2004,955000,t,
feldspar,mine,Other countries,2005,1110000,t,
feldspar,mine,Other countries,2006,851000,t,
feldspar,mine,Other countries,2007,850000,t,
feldspar,mine,Other countries,2008,927000,t,
feldspar,mine,Other countries,2009,760000,t,
feldspar,mine,Other countries,2010,450000,t,
feldspar,mine,Other countries,2011,580000,t,
feldspar,mine,Other countries,2012,620000,t,
feldspar,mine,Other countries,2013,580000,t,
feldspar,mine,Other countries,2014,1640000,t,
feldspar,mine,Other countries,2015,2090000,t,
feldspar,mine,Other countries,2016,2500000,t,
feldspar,mine,Other countries,2017,2400000,t,
feldspar,mine,Other countries,2018,2380000,t,
feldspar,mine,Other countries,2019,1320000,t,
feldspar,mine,Other countries,2020,1920000,t,
feldspar,mine,Other countries,2021,2610000,t,
feldspar,mine,Other countries,2022,2600000,t,
feldspar,mine,Pakistan,2021,440000,t,
feldspar,mine,Pakistan,2022,360000,t,
feldspar,mine,Poland,2002,200000,t,
feldspar,mine,Poland,2003,240000,t,
feldspar,mine,Poland,2004,300000,t,
feldspar,mine,Poland,2005,300000,t,
feldspar,mine,Poland,2006,300000,t,
feldspar,mine,Poland,2007,350000,t,
feldspar,mine,Poland,2008,440000,t,
feldspar,mine,Poland,2009,550000,t,
feldspar,mine,Poland,2010,450000,t,
feldspar,mine,Poland,2011,450000,t,
feldspar,mine,Poland,2012,510000,t,
feldspar,mine,Poland,2013,380000,t,
feldspar,mine,Poland,2014,400000,t,
feldspar,mine,Poland,2015,400000,t,
feldspar,mine,Poland,2016,600000,t,
feldspar,mine,Poland,2017,500000,t,
feldspar,mine,Poland,2020,405000,t,
feldspar,mine,Portugal,1998,100000,t,
feldspar,mine,Portugal,1999,120000,t,
feldspar,mine,Portugal,2000,120000,t,
feldspar,mine,Portugal,2001,120000,t,
feldspar,mine,Portugal,2002,120000,t,
feldspar,mine,Portugal,2003,120000,t,
feldspar,mine,Portugal,2004,120000,t,
feldspar,mine,Portugal,2005,120000,t,
feldspar,mine,Portugal,2006,134000,t,
feldspar,mine,Portugal,2007,130000,t,
feldspar,mine,Portugal,2008,372000,t,
feldspar,mine,Portugal,2009,320000,t,
feldspar,mine,Portugal,2010,315000,t,
feldspar,mine,Portugal,2011,113000,t,
feldspar,mine,Portugal,2012,113000,t,
feldspar,mine,Portugal,2013,113000,t,
feldspar,mine,Russia,1994,55000,t,
feldspar,mine,Russia,1995,55000,t,
feldspar,mine,Russia,1996,75000,t,
feldspar,mine,Russia,1997,45000,t,
feldspar,mine,Russia,1998,40000,t,
feldspar,mine,Russia,2013,240000,t,
feldspar,mine,Russia,2015,400000,t,
feldspar,mine,Russia,2019,290000,t,
feldspar,mine,Russia,2020,300000,t,
feldspar,mine,Saudi Arabia,2009,500000,t,
feldspar,mine,Saudi Arabia,2010,500000,t,
feldspar,mine,Saudi Arabia,2011,50000,t,
feldspar,mine,Saudi Arabia,2012,50000,t,
feldspar,mine,Saudi Arabia,2013,168000,t,
feldspar,mine,Saudi Arabia,2019,210000,t,
feldspar,mine,Saudi Arabia,2021,549000,t,
feldspar,mine,Saudi Arabia,2022,820000,t,
feldspar,mine,South Africa,2001,67000,t,
feldspar,mine,South Africa,2002,57000,t,
feldspar,mine,South Africa,2003,57000,t,
feldspar,mine,South Africa,2009,100000,t,
feldspar,mine,South Africa,2010,95000,t,
feldspar,mine,South Africa,2011,95000,t,
feldspar,mine,South Africa,2012,94000,t,
feldspar,mine,South Africa,2013,191000,t,
feldspar,mine,Spain,1994,200000,t,
feldspar,mine,Spain,1995,225000,t,
feldspar,mine,Spain,1996,225000,t,
feldspar,mine,Spain,1997,350000,t,
feldspar,mine,Spain,1998,425000,t,
feldspar,mine,Spain,1999,425000,t,
feldspar,mine,Spain,2000,425000,t,
feldspar,mine,Spain,2001,450000,t,
feldspar,mine,Spain,2002,450000,t,
feldspar,mine,Spain,2003,450000,t,
feldspar,mine,Spain,2004,450000,t,
feldspar,mine,Spain,2005,450000,t,
feldspar,mine,Spain,2006,580000,t,
feldspar,mine,Spain,2007,600000,t,
feldspar,mine,Spain,2008,675000,t,
feldspar,mine,Spain,2009,550000,t,
feldspar,mine,Spain,2010,550000,t,
feldspar,mine,Spain,2011,590000,t,
feldspar,mine,Spain,2012,510000,t,
feldspar,mine,Spain,2013,530000,t,
feldspar,mine,Spain,2014,600000,t,
feldspar,mine,Spain,2015,600000,t,
feldspar,mine,Spain,2016,600000,t,
feldspar,mine,Spain,2017,600000,t,
feldspar,mine,Spain,2018,600000,t,
feldspar,mine,Spain,2019,800000,t,
feldspar,mine,Spain,2020,650000,t,
feldspar,mine,Spain,2021,800000,t,
feldspar,mine,Spain,2022,800000,t,
feldspar,mine,Thailand,1994,600000,t,
feldspar,mine,Thailand,1995,590000,t,
feldspar,mine,Thailand,1996,650000,t,
feldspar,mine,Thailand,1997,660000,t,
feldspar,mine,Thailand,1998,600000,t,
feldspar,mine,Thailand,1999,500000,t,
feldspar,mine,Thailand,2000,543000,t,
feldspar,mine,Thailand,2001,550000,t,
feldspar,mine,Thailand,2002,540000,t,
feldspar,mine,Thailand,2003,780000,t,
feldspar,mine,Thailand,2004,825000,t,
feldspar,mine,Thailand,2005,1000000,t,
feldspar,mine,Thailand,2006,1000000,t,
feldspar,mine,Thailand,2007,1000000,t,
feldspar,mine,Thailand,2008,678000,t,
feldspar,mine,Thailand,2009,600000,t,
feldspar,mine,Thailand,2010,600000,t,
feldspar,mine,Thailand,2011,600000,t,
feldspar,mine,Thailand,2012,1100000,t,
feldspar,mine,Thailand,2013,1100000,t,
feldspar,mine,Thailand,2014,1100000,t,
feldspar,mine,Thailand,2015,1300000,t,
feldspar,mine,Thailand,2016,1300000,t,
feldspar,mine,Thailand,2017,1390000,t,
feldspar,mine,Thailand,2018,1500000,t,
feldspar,mine,Thailand,2019,1200000,t,
feldspar,mine,Thailand,2020,1200000,t,
feldspar,mine,Thailand,2021,1200000,t,
feldspar,mine,Thailand,2022,1300000,t,
feldspar,mine,Turkey,1994,500000,t,
feldspar,mine,Turkey,1995,400000,t,
feldspar,mine,Turkey,1996,500000,t,
feldspar,mine,Turkey,1997,1000000,t,
feldspar,mine,Turkey,1998,1000000,t,
feldspar,mine,Turkey,1999,1100000,t,
feldspar,mine,Turkey,2000,1200000,t,
feldspar,mine,Turkey,2001,1200000,t,
feldspar,mine,Turkey,2002,1200000,t,
feldspar,mine,Turkey,2003,1800000,t,
feldspar,mine,Turkey,2004,1900000,t,
feldspar,mine,Turkey,2005,2200000,t,
feldspar,mine,Turkey,2006,2300000,t,
feldspar,mine,Turkey,2007,3800000,t,
feldspar,mine,Turkey,2008,6500000,t,
feldspar,mine,Turkey,2009,4210000,t,
feldspar,mine,Turkey,2010,5000000,t,
feldspar,mine,Turkey,2011,6000000,t,
feldspar,mine,Turkey,2012,7100000,t,
feldspar,mine,Turkey,2013,5000000,t,
feldspar,mine,Turkey,2014,4600000,t,
feldspar,mine,Turkey,2015,5000000,t,
feldspar,mine,Turkey,2016,5500000,t,
feldspar,mine,Turkey,2017,7150000,t,
feldspar,mine,Turkey,2018,7500000,t,
feldspar,mine,Turkey,2019,5500000,t,
feldspar,mine,Turkey,2020,5000000,t,
feldspar,mine,Turkey,2021,6100000,t,
feldspar,mine,Turkey,2022,6200000,t,
feldspar,mine,United States,1994,765000,t,
feldspar,mine,United States,1995,880000,t,
feldspar,mine,United States,1996,890000,t,
feldspar,mine,United States,1997,900000,t,
feldspar,mine,United States,1998,820000,t,
feldspar,mine,United States,1999,875000,t,
feldspar,mine,United States,2000,790000,t,
feldspar,mine,United States,2001,800000,t,
feldspar,mine,United States,2002,790000,t,
feldspar,mine,United States,2003,800000,t,
feldspar,mine,United States,2004,770000,t,
feldspar,mine,United States,2005,750000,t,
feldspar,mine,United States,2006,760000,t,
feldspar,mine,United States,2007,730000,t,
feldspar,mine,United States,2008,680000,t,
feldspar,mine,United States,2009,550000,t,
feldspar,mine,United States,2010,670000,t,
feldspar,mine,United States,2011,650000,t,
feldspar,mine,United States,2012,525000,t,
feldspar,mine,United States,2013,550000,t,
feldspar,mine,United States,2014,530000,t,
feldspar,mine,United States,2015,520000,t,
feldspar,mine,United States,2016,470000,t,
feldspar,mine,United States,2017,440000,t,
feldspar,mine,United States,2018,550000,t,
feldspar,mine,United States,2019,450000,t,
feldspar,mine,United States,2020,430000,t,
feldspar,mine,United States,2021,340000,t,
feldspar,mine,United States,2022,420000,t,
feldspar,mine,Uzbekistan,1994,70000,t,
feldspar,mine,Uzbekistan,1995,70000,t,
feldspar,mine,Uzbekistan,1996,70000,t,
feldspar,mine,Uzbekistan,1997,70000,t,
feldspar,mine,Uzbekistan,1998,70000,t,
feldspar,mine,Uzbekistan,1999,70000,t,
feldspar,mine,Uzbekistan,2000,70000,t,
feldspar,mine,Venezuela,1994,230000,t,
feldspar,mine,Venezuela,1995,170000,t,
feldspar,mine,Venezuela,1996,170000,t,
feldspar,mine,Venezuela,1997,150000,t,
feldspar,mine,Venezuela,1998,170000,t,
